timestamp,open,high,low,close,volume
2021-04-14 20:00:00,735.1600,736.0000,732.8800,732.8800,59827
2021-04-14 19:45:00,736.6000,736.9000,735.0000,735.1600,15490
2021-04-14 19:30:00,737.0000,737.3300,736.2100,736.6700,25961
2021-04-14 19:15:00,736.7100,737.0000,736.6500,737.0000,8692
2021-04-14 19:00:00,737.2200,737.2700,736.1100,736.1100,6149
2021-04-14 18:45:00,737.0001,737.9600,737.0000,737.2200,8796
2021-04-14 18:30:00,737.2000,737.9900,737.0300,737.4000,8696
2021-04-14 18:15:00,739.1500,739.6100,736.5900,736.7000,22911
2021-04-14 18:00:00,736.8500,739.3100,736.6400,739.3100,21730
2021-04-14 17:45:00,736.3401,736.8500,736.1100,736.5000,22518
2021-04-14 17:30:00,735.8000,737.5700,735.5701,736.3400,21561
2021-04-14 17:15:00,735.0100,735.8700,735.0100,735.7700,15579
2021-04-14 17:00:00,734.2900,735.2399,734.0400,735.2399,91851
2021-04-14 16:45:00,734.8000,735.0000,732.2300,734.5500,112285
2021-04-14 16:30:00,734.5400,735.9900,734.5000,735.0000,37157
2021-04-14 16:15:00,732.2300,735.0000,732.2300,734.2000,167721
2021-04-14 16:00:00,730.4400,733.0000,729.7050,732.9900,1624099
2021-04-14 15:45:00,738.8400,739.6045,728.0300,730.4500,1514384
2021-04-14 15:30:00,738.0817,740.3800,735.8000,738.9000,994703
2021-04-14 15:15:00,740.8550,740.8550,733.7267,738.0800,1382227
2021-04-14 15:00:00,747.6200,749.0000,740.1700,740.7500,1088081
2021-04-14 14:45:00,747.0601,748.6700,743.4500,747.7400,967360
2021-04-14 14:30:00,744.5550,747.8000,743.2601,747.3638,1021964
2021-04-14 14:15:00,745.2728,745.8400,740.2600,744.5400,1377062
2021-04-14 14:00:00,749.6580,751.9100,744.0000,745.3190,858971
2021-04-14 13:45:00,750.1100,752.6900,748.5701,749.6300,924916
2021-04-14 13:30:00,752.6008,756.3900,750.1000,750.3150,1089872
2021-04-14 13:15:00,759.3300,759.5500,752.0800,752.5430,1061075
