timestamp,open,high,low,close,volume
2021-04-14 13:00:00,762.6400,763.6200,758.0900,759.3750,1181933
2021-04-14 12:45:00,755.9400,763.3000,754.7900,762.7175,1348144
2021-04-14 12:30:00,751.1200,759.6500,750.0000,756.0900,1664644
2021-04-14 12:15:00,754.5900,755.1400,747.1700,751.1180,1321663
2021-04-14 12:00:00,749.9500,755.5900,749.3401,754.5007,1536871
2021-04-14 11:45:00,747.3200,749.9500,744.2700,749.8678,1276882
2021-04-14 11:30:00,745.9600,747.4800,742.1704,747.4500,2399736
2021-04-14 11:15:00,754.9900,756.5900,745.3400,746.1900,1992822
2021-04-14 11:00:00,753.0500,760.4720,752.8800,754.9600,2170903
2021-04-14 10:45:00,753.3348,757.2500,750.3200,753.1400,2554144
2021-04-14 10:30:00,766.0000,766.9399,750.6300,753.2700,3548633
2021-04-14 10:15:00,772.1317,772.4800,762.5100,766.1532,2548923
2021-04-14 10:00:00,776.4700,780.7900,768.1000,772.3001,3563033
2021-04-14 09:45:00,770.7000,778.6000,763.7100,776.5950,5063185
2021-04-14 09:30:00,777.7000,778.0000,770.0800,770.6100,223891
2021-04-14 09:15:00,776.4000,778.4200,775.5000,778.0000,150692
2021-04-14 09:00:00,782.1800,782.1800,775.2500,776.4000,161832
2021-04-14 08:45:00,784.7500,785.0800,782.0000,782.2100,105644
2021-04-14 08:30:00,783.6100,785.0000,783.2100,784.5700,72593
2021-04-14 08:15:00,777.4900,786.6900,764.2250,783.2100,207321
2021-04-14 08:00:00,785.3900,786.2500,784.7000,785.5000,105897
2021-04-14 07:45:00,781.6600,785.5000,781.6500,785.4400,134177
2021-04-14 07:30:00,779.4600,781.6600,778.9000,781.3000,99321
2021-04-14 07:15:00,775.2300,779.7000,774.7900,779.0000,102305
2021-04-14 07:00:00,776.5000,777.1000,775.0000,775.8000,11130
2021-04-14 06:45:00,776.0500,777.2600,775.5200,777.0900,8094
2021-04-14 06:30:00,778.8500,778.9800,778.0000,778.0000,6555
2021-04-14 06:15:00,779.0000,779.4000,778.1300,779.0000,12171
2021-04-14 06:00:00,778.8000,779.5500,778.0400,779.5500,11331
2021-04-14 05:45:00,778.0000,778.1800,776.0600,778.0000,12979
2021-04-14 05:30:00,779.5000,780.7000,778.0000,778.0000,22101
2021-04-14 05:15:00,778.0000,780.0000,777.8000,780.0000,7211
2021-04-14 05:00:00,778.8600,779.1700,777.5000,778.0000,16672
2021-04-14 04:45:00,778.0000,780.0000,777.8000,778.2000,26983
2021-04-14 04:30:00,775.5000,778.4900,775.5000,777.7800,20512
2021-04-14 04:15:00,764.7200,777.7600,760.3600,775.0000,93425
2021-04-13 20:00:00,758.4700,758.5000,757.7000,757.7000,20049
2021-04-13 19:45:00,758.5400,758.5400,757.6500,758.0301,22531
2021-04-13 19:30:00,759.0000,759.2300,758.5000,758.6400,11200
2021-04-13 19:15:00,758.7000,759.2900,758.6500,759.2900,7380
2021-04-13 19:00:00,758.5001,758.6500,758.3900,758.6000,24069
2021-04-13 18:45:00,759.3200,759.5600,758.5000,758.6000,13315
2021-04-13 18:30:00,759.2400,759.6000,759.0600,759.5000,11569
2021-04-13 18:15:00,759.5200,759.8000,758.9600,759.0000,5655
2021-04-13 18:00:00,758.9700,759.7400,758.9600,759.5000,16249
2021-04-13 17:45:00,758.2300,762.3200,758.2000,758.8000,20062
2021-04-13 17:30:00,758.4000,758.4000,756.6500,758.4000,28284
2021-04-13 17:15:00,757.3500,759.2100,757.3500,758.2600,30787
2021-04-13 17:00:00,759.7200,762.3200,756.9000,757.0000,230368
2021-04-13 16:45:00,761.4900,762.3200,758.6000,759.6100,67754
2021-04-13 16:30:00,761.4900,763.5000,761.1100,761.5000,89832
2021-04-13 16:15:00,762.3200,762.5800,760.3500,761.1000,197450
2021-04-13 16:00:00,759.1800,763.0000,757.5000,762.3500,2400195
2021-04-13 15:45:00,761.4700,761.6400,756.5000,759.2200,1489210
2021-04-13 15:30:00,760.1800,762.5391,759.1000,761.4934,1426855
2021-04-13 15:15:00,756.6794,762.1800,755.6700,760.0500,1618422
2021-04-13 15:00:00,755.3506,757.6800,753.8100,756.6000,1598441
2021-04-13 14:45:00,756.9500,759.3262,755.2500,755.3700,1791822
2021-04-13 14:30:00,753.3300,757.0000,751.7000,757.0000,1737024
2021-04-13 14:15:00,748.6199,753.9800,747.5500,753.4400,1487878
2021-04-13 14:00:00,748.7552,750.5000,747.5000,748.6300,1432573
2021-04-13 13:45:00,746.0000,749.3000,744.0500,748.8500,1371541
2021-04-13 13:30:00,742.9350,747.0000,742.0920,745.9300,1338881
2021-04-13 13:15:00,738.8466,743.1000,738.8466,743.0000,996841
2021-04-13 13:00:00,740.8701,742.3000,738.3600,738.9555,1064665
2021-04-13 12:45:00,742.4400,743.8400,740.6503,740.9150,1161183
2021-04-13 12:30:00,739.0000,744.5000,738.5850,742.3750,1848711
2021-04-13 12:15:00,738.1600,740.0000,738.1400,738.9400,1042650
2021-04-13 12:00:00,736.0771,738.8000,734.3000,738.1220,878725
2021-04-13 11:45:00,735.5790,738.0000,734.8600,736.1300,866102
2021-04-13 11:30:00,739.6196,740.1700,733.7000,735.5195,1388005
2021-04-13 11:15:00,738.3000,741.4900,736.7000,739.7600,1731903
