timestamp,open,high,low,close,volume
2021-04-14 20:00:00,187.6700,188.1300,187.6700,188.1300,918
2021-04-14 19:45:00,187.5400,187.5400,187.5400,187.5400,281
2021-04-14 19:15:00,187.7400,187.7400,187.7400,187.7400,102
2021-04-14 19:00:00,187.5200,187.5200,187.5200,187.5200,400
2021-04-14 18:45:00,187.7500,187.7500,187.7500,187.7500,100
2021-04-14 18:30:00,187.6800,187.7500,187.6000,187.7500,1327
2021-04-14 18:00:00,187.5600,187.5600,187.5600,187.5600,546
2021-04-14 17:30:00,187.5600,187.5600,187.5000,187.5000,417
2021-04-14 17:15:00,187.5000,187.5000,187.4600,187.5000,753
2021-04-14 17:00:00,187.5600,187.5600,187.5600,187.5600,160834
2021-04-14 16:45:00,187.5500,187.5700,187.4600,187.4600,9228
2021-04-14 16:30:00,187.5600,187.5600,187.5600,187.5600,270
2021-04-14 16:15:00,187.5000,187.6500,187.4600,187.5600,123463
2021-04-14 16:00:00,187.5600,187.6200,187.2600,187.5600,680197
2021-04-14 15:45:00,188.0000,188.1300,187.3400,187.5400,337934
2021-04-14 15:30:00,187.6100,188.0400,187.5301,188.0400,186674
2021-04-14 15:15:00,187.8400,187.8600,187.3803,187.6100,170183
2021-04-14 15:00:00,188.4300,188.5200,187.8000,187.9100,136442
2021-04-14 14:45:00,188.3800,188.6100,188.0500,188.4500,151377
2021-04-14 14:30:00,188.4500,188.6200,188.2200,188.3800,164843
2021-04-14 14:15:00,188.7800,188.9216,187.9700,188.4550,234992
2021-04-14 14:00:00,189.3350,189.6300,188.5900,188.7750,370583
2021-04-14 13:45:00,190.0100,190.0250,189.2900,189.3200,117554
2021-04-14 13:30:00,189.9500,190.1600,189.8500,190.0100,222829
2021-04-14 13:15:00,189.9500,190.1100,189.7600,189.9600,130682
2021-04-14 13:00:00,190.2300,190.3500,189.8750,189.9000,157613
2021-04-14 12:45:00,189.5600,190.2300,189.5600,190.2150,208606
2021-04-14 12:30:00,189.2400,189.8100,189.0800,189.6300,132584
2021-04-14 12:15:00,189.5800,189.8500,189.2300,189.2800,218846
2021-04-14 12:00:00,189.3050,189.5999,189.2900,189.5999,116291
2021-04-14 11:45:00,189.3300,189.4000,188.9200,189.3000,141623
2021-04-14 11:30:00,189.8200,189.9800,189.1600,189.3500,158945
2021-04-14 11:15:00,189.7100,189.9300,189.4700,189.8000,200088
2021-04-14 11:00:00,189.5400,190.2500,189.4600,189.7100,293310
2021-04-14 10:45:00,189.2200,189.8400,189.2200,189.5600,247442
2021-04-14 10:30:00,189.6401,189.8496,188.8401,189.2200,308411
2021-04-14 10:15:00,189.5600,190.4000,189.3000,189.6900,687496
2021-04-14 10:00:00,187.5600,189.6100,187.4200,189.5500,698422
2021-04-14 09:45:00,185.9700,187.7800,185.7100,187.5700,850386
2021-04-14 09:30:00,185.8800,186.0000,185.7700,186.0000,3074
2021-04-14 09:15:00,186.1179,186.2400,185.6712,185.8700,4751
2021-04-14 09:00:00,185.9500,186.0000,185.8000,185.9400,6319
2021-04-14 08:45:00,185.7600,185.9900,185.7600,185.9100,938
2021-04-14 08:15:00,185.7500,185.9700,185.4900,185.6600,9146
2021-04-14 08:00:00,185.6100,185.7500,185.6100,185.7500,1894
2021-04-14 07:45:00,185.5600,185.6100,185.5200,185.6100,4091
2021-04-14 07:30:00,185.7000,185.7000,185.6000,185.6000,1431
2021-04-14 07:15:00,185.9200,186.1600,185.8200,185.8200,3930
2021-04-14 07:00:00,185.9000,185.9000,185.9000,185.9000,511
2021-04-14 06:45:00,186.0000,186.0000,186.0000,186.0000,345
2021-04-14 06:30:00,186.2800,186.2800,186.2800,186.2800,106
2021-04-14 05:15:00,185.4900,185.4900,185.4900,185.4900,601
2021-04-14 05:00:00,185.4500,185.4500,185.4500,185.4500,328
2021-04-14 04:30:00,185.5400,185.5400,185.5400,185.5400,121
2021-04-14 04:15:00,185.4900,185.5100,185.4900,185.4900,1461
2021-04-13 20:00:00,185.6100,185.6700,185.6000,185.6000,1385
2021-04-13 19:45:00,185.8900,185.8900,185.6100,185.6100,633
2021-04-13 19:30:00,185.6200,185.6200,185.5800,185.5800,350
2021-04-13 19:15:00,185.5600,185.5801,185.5600,185.5801,566
2021-04-13 19:00:00,185.6000,185.9999,185.6000,185.9999,412
2021-04-13 18:45:00,185.8000,186.0000,185.8000,186.0000,569
2021-04-13 18:30:00,186.0000,186.5200,185.9800,186.5200,4961
2021-04-13 18:15:00,185.5600,186.0300,185.5600,186.0000,6855
2021-04-13 18:00:00,185.5600,185.5600,185.5100,185.5100,1179
2021-04-13 17:45:00,185.5100,185.6000,185.5100,185.6000,473
2021-04-13 17:15:00,185.6000,185.6000,185.5999,185.5999,1688
2021-04-13 17:00:00,185.6000,185.6900,185.6000,185.6900,1567
2021-04-13 16:45:00,185.4900,185.5800,185.4900,185.4900,5143
2021-04-13 16:30:00,185.5300,185.6000,185.4500,185.4500,43094
2021-04-13 16:15:00,185.7900,185.7900,185.4900,185.6000,186230
2021-04-13 16:00:00,185.8376,185.8649,185.4800,185.4900,675122
2021-04-13 15:45:00,186.2029,186.2500,185.7800,185.8400,192801
2021-04-13 15:30:00,186.0900,186.3300,186.0400,186.2299,150891
2021-04-13 15:15:00,185.8600,186.1650,185.7700,186.0900,179670
2021-04-13 15:00:00,185.7700,185.9900,185.7104,185.8750,106077
2021-04-13 14:45:00,186.0200,186.0650,185.7167,185.7800,142062
2021-04-13 14:30:00,185.8300,186.1499,185.7700,186.0100,141908
2021-04-13 14:15:00,185.3200,185.8400,185.3200,185.8200,142853
2021-04-13 14:00:00,185.3700,185.4616,185.2500,185.3100,135822
2021-04-13 13:45:00,184.9700,185.4000,184.9550,185.3637,163637
2021-04-13 13:30:00,185.0500,185.1450,184.9200,184.9675,116331
2021-04-13 13:15:00,185.1150,185.1800,184.8400,185.0900,140305
2021-04-13 13:00:00,184.6700,185.1200,184.6000,185.1200,157899
2021-04-13 12:45:00,184.7600,184.8500,184.6800,184.6800,136793
2021-04-13 12:30:00,184.9700,185.0000,184.6900,184.7600,182953
2021-04-13 12:15:00,185.1200,185.1200,184.8450,184.9500,200039
2021-04-13 12:00:00,185.1650,185.2000,185.0000,185.1000,118966
2021-04-13 11:45:00,185.2200,185.4200,185.0800,185.1500,122759
2021-04-13 11:30:00,185.5000,185.6300,185.1500,185.2400,144044
2021-04-13 11:15:00,185.1650,185.7100,185.1400,185.5100,185858
2021-04-13 11:00:00,185.5460,185.6800,185.0800,185.1742,214411
2021-04-13 10:45:00,185.3950,185.6810,185.2700,185.5300,202822
2021-04-13 10:30:00,185.6802,185.6802,185.2100,185.3900,207470
2021-04-13 10:15:00,185.6100,185.9700,185.4200,185.6750,171811
2021-04-13 10:00:00,185.0300,186.0500,184.9400,185.6100,529352
2021-04-13 09:45:00,185.5900,186.4400,184.7800,184.9900,880908
2021-04-13 09:30:00,185.5300,185.7500,185.2300,185.7000,8735
2021-04-13 09:15:00,185.8900,185.9900,185.5700,185.7200,6533
2021-04-13 09:00:00,185.9500,185.9500,185.7000,185.7000,2250
2021-04-13 08:45:00,185.1701,186.0200,185.1700,186.0200,5364
