Date,Close
1980-12-12,0.1283479928970337
1980-12-15,0.12165199965238571
1980-12-16,0.11272300034761429
1980-12-17,0.11551299691200256
1980-12-18,0.11886200308799744
1980-12-19,0.12611599266529083
1980-12-22,0.1322540044784546
1980-12-23,0.13783499598503113
1980-12-24,0.14508900046348572
1980-12-26,0.15848200023174286
1980-12-29,0.16071400046348572
1980-12-30,0.156808003783226
1980-12-31,0.1523440033197403
1981-01-02,0.15401799976825714
1981-01-05,0.15067000687122345
1981-01-06,0.1439729928970337
1981-01-07,0.13783499598503113
1981-01-08,0.13504500687122345
1981-01-09,0.14229899644851685
1981-01-12,0.141183003783226
1981-01-13,0.13616099953651428
1981-01-14,0.1367190033197403
1981-01-15,0.13950900733470917
1981-01-16,0.13839299976825714
1981-01-19,0.14676299691200256
1981-01-20,0.14229899644851685
1981-01-21,0.14508900046348572
1981-01-22,0.14676299691200256
1981-01-23,0.14620499312877655
1981-01-26,0.1439729928970337
1981-01-27,0.14285700023174286
1981-01-28,0.13839299976825714
1981-01-29,0.1333709955215454
1981-01-30,0.12611599266529083
1981-02-02,0.11886200308799744
1981-02-03,0.12332600355148315
1981-02-04,0.12779000401496887
1981-02-05,0.12779000401496887
1981-02-06,0.1283479928970337
1981-02-09,0.12165199965238571
1981-02-10,0.12165199965238571
1981-02-11,0.11774600297212601
1981-02-12,0.11662899702787399
1981-02-13,0.11383900046348572
1981-02-17,0.11662899702787399
1981-02-18,0.12165199965238571
1981-02-19,0.11439699679613113
1981-02-20,0.10825899988412857
1981-02-23,0.10993299633264542
1981-02-24,0.10602699965238571
1981-02-25,0.11272300034761429
1981-02-26,0.11439699679613113
1981-02-27,0.11830399930477142
1981-03-02,0.11886200308799744
1981-03-03,0.1171879991889
1981-03-04,0.11607100069522858
1981-03-05,0.11551299691200256
1981-03-06,0.11439699679613113
1981-03-09,0.1054690033197403
1981-03-10,0.10044600069522858
1981-03-11,0.09653999656438828
1981-03-12,0.10044600069522858
1981-03-13,0.09933000057935715
1981-03-16,0.10323700308799744
1981-03-17,0.10825899988412857
1981-03-18,0.11495500057935715
1981-03-19,0.11383900046348572
1981-03-20,0.11495500057935715
1981-03-23,0.11941999942064285
1981-03-24,0.11886200308799744
1981-03-25,0.11662899702787399
1981-03-26,0.11439699679613113
1981-03-27,0.11049100011587143
1981-03-30,0.11049100011587143
1981-03-31,0.109375
1981-04-01,0.10825899988412857
1981-04-02,0.11774600297212601
1981-04-03,0.11830399930477142
1981-04-06,0.11607100069522858
1981-04-07,0.11495500057935715
1981-04-08,0.12053599953651428
1981-04-09,0.12276799976825714
1981-04-10,0.12444200366735458
1981-04-13,0.12444200366735458
1981-04-14,0.12444200366735458
1981-04-15,0.11830399930477142
1981-04-16,0.11160700023174286
1981-04-20,0.11495500057935715
1981-04-21,0.12276799976825714
1981-04-22,0.12723200023174286
1981-04-23,0.13057999312877655
1981-04-24,0.12946400046348572
1981-04-27,0.1283479928970337
1981-04-28,0.12611599266529083
1981-04-29,0.12444200366735458
1981-04-30,0.12667399644851685
1981-05-01,0.12667399644851685
1981-05-04,0.12611599266529083
1981-05-05,0.125558003783226
1981-05-06,0.12221000343561172
1981-05-07,0.12388399988412857
1981-05-08,0.125
1981-05-11,0.12221000343561172
1981-05-12,0.12221000343561172
1981-05-13,0.12165199965238571
1981-05-14,0.11997800320386887
1981-05-15,0.12276799976825714
1981-05-18,0.125
1981-05-19,0.12276799976825714
1981-05-20,0.12667399644851685
1981-05-21,0.13392899930477142
1981-05-22,0.140066996216774
1981-05-26,0.13950900733470917
1981-05-27,0.14732100069522858
1981-05-28,0.14732100069522858
1981-05-29,0.1478790044784546
1981-06-01,0.1478790044784546
1981-06-02,0.140625
1981-06-03,0.140625
1981-06-04,0.14341500401496887
1981-06-05,0.141183003783226
1981-06-08,0.13616099953651428
1981-06-09,0.13895100355148315
1981-06-10,0.140625
1981-06-11,0.14676299691200256
1981-06-12,0.14508900046348572
1981-06-15,0.1445309966802597
1981-06-16,0.14174099266529083
1981-06-17,0.13950900733470917
1981-06-18,0.13895100355148315
1981-06-19,0.13504500687122345
1981-06-22,0.13002200424671173
1981-06-23,0.1322540044784546
1981-06-24,0.1289059966802597
1981-06-25,0.13169600069522858
1981-06-26,0.13002200424671173
1981-06-29,0.125558003783226
1981-06-30,0.11607100069522858
1981-07-01,0.11495500057935715
1981-07-02,0.11495500057935715
1981-07-06,0.11104899644851685
1981-07-07,0.11216499656438828
1981-07-08,0.11662899702787399
1981-07-09,0.10770100355148315
1981-07-10,0.09933000057935715
1981-07-13,0.1015629991889
1981-07-14,0.10602699965238571
1981-07-15,0.10881700366735458
1981-07-16,0.11160700023174286
1981-07-17,0.11551299691200256
1981-07-20,0.10770100355148315
1981-07-21,0.10714299976825714
1981-07-22,0.10100399702787399
1981-07-23,0.10379499942064285
1981-07-24,0.10714299976825714
1981-07-27,0.11160700023174286
1981-07-28,0.10770100355148315
1981-07-29,0.10602699965238571
1981-07-30,0.10993299633264542
1981-07-31,0.11160700023174286
1981-08-03,0.11049100011587143
1981-08-04,0.11216499656438828
1981-08-05,0.11551299691200256
