date_unix,pct_change,close
1612933200,,848.5
1612936800,-0.0010606953447259,847.6
1612940400,0.0001179801793298,847.7
1612944000,-0.0016515276630885,846.3
1612947600,-0.0002245066761195,846.11
1612951200,-0.0124215527531881,835.6
1612954800,-0.021230253709909,817.86
1612958400,-0.0105743036705548,809.2117
1612962000,0.0061643943111551,814.2
1612965600,-0.0063866371898796,809.0
1612969200,0.0035735475896168,811.891
1612972800,-0.00848759254629,805.0
1612976400,-0.0037267080745341,802.0
1612980000,0.0085785536159601,808.88
1612983600,0.0007170408466028,809.46
1612987200,0.0005310948039434,809.8899
1613019600,0.0047662034061666,813.75
1613023200,0.0027649769585254,816.0
1613026800,-0.0050857843137254,811.85
1613030400,-6.158773172393328e-05,811.8
1613034000,-0.0019093372751908,810.25
1613037600,0.0167911138537488,823.855
1613041200,-0.0144685654635828,811.935
1613044800,-0.0009791424190359,811.14
1613048400,-0.0014424143797617,809.97
1613052000,0.0009506524933022,810.74
1613055600,-0.0001779855440708,810.5957
1613059200,0.0013006483996893,811.65
1613062800,-0.0010718905932359,810.78
1613066400,0.0005056858827303,811.19
1613070000,-9.862054512510544e-05,811.11
1613073600,-0.0001356166241324,811.0
1613106000,-0.0068187422934647,805.47
1613109600,0.0012787565024146,806.5
1613113200,0.0017482951022937,807.91
1613116800,-0.0017452439009295,806.5
1613120400,-0.0048233106013638,802.61
1613124000,-0.0106564832234833,794.057
1613127600,0.0017920627864247,795.48
1613131200,0.0100675064112234,803.4885
1613134800,-0.0007450013285815,802.8899
1613138400,-0.002839617237681,800.61
1613142000,0.003133860431421,803.119
1613145600,0.0160885248636877,816.04
1613149200,8.578010881832299e-05,816.11
1613152800,-0.0005023832571589,815.7
1613156400,0.0031874463650851,818.3
1613160000,-0.000916534278382,817.55
1613451600,-0.0025074918965199,815.5
1613455200,0.0006131207847945,816.0
1613458800,0.0047671568627449,819.89
1613462400,0.0007440022442035,820.5
1613466000,0.000975015234613,821.3
1613469600,-0.0069889200048703,815.56
1613473200,-0.0128255431850506,805.1
1613476800,-0.0110669482051918,796.19
1613480400,0.0085155553322699,802.97
1613484000,-0.0050935900469507,798.88
1613487600,-0.0007727067895053,798.2627
1613491200,-0.0028470577417684,795.99
1613494800,-0.0009296599203507,795.25
1613498400,-0.0005658597925181,794.8
1613502000,-0.0005032712632108,794.4
1613505600,-0.0037512588116818,791.42
1613538000,-0.0017942432589521,790.0
1613541600,-0.0050632911392405,786.0
1613545200,0.0025445292620864,788.0
1613548800,0.0049111675126902,791.87
1613552400,-0.0135375756121586,781.15
1613556000,0.007642578250016,787.12
1613559600,-0.0095665209879052,779.59
1613563200,-0.007720596723919,773.5711
1613566800,0.0072894398459302,779.21
1613570400,0.00971496772372,786.78
1613574000,0.0077611276341544,792.8863
1613577600,0.0067647782538302,798.25
